diseases,molecules,sources
"[""leukemia""]","[""pterocarpans""]","[""plant""]"
"[""malaria""]",[],"[""plant""]"
"[""cancer"", ""cardiovascular diseases""]","[""triterpenoid""]","[""plant""]"
"[""MRSA""]",[],[]
"[""cancer""]","[""labdane diterpenoids""]","[""plant""]"
"[""epilepsy""]",[],"[""plant""]"
[],[],[]
"[""anti-microbial diseases"", ""bacterial infections"", ""fungal infections""]","[""alkaloid""]","[""plant""]"
"[""leishmaniasis"", ""sleeping sickness"", ""malaria""]","[""diterpene""]","[""bacteria"", ""plant""]"
"[""malaria""]","[""polyketide""]","[""plant""]"
"[""Staphylococcus aureus""]",[],[]
"[""depression""]","[""alkaloid""]","[""marine sponge"", ""plant""]"
[],"[""diterpenoids""]","[""plant""]"
"[""inflammation"", ""inflammatory diseases""]","[""flavonoid""]","[""plant""]"
"[""cystic fibrosis"", ""secretory diarrhea""]","[""alkaloids"", ""terpenoids""]","[""plant""]"
"[""cancer"", ""leukemia""]","[""quinolizidine alkaloid"", ""alkaloid""]","[""plant""]"
"[""nicotinic acetylcholine receptor disease""]",[],"[""frog"", ""plant""]"
"[""cancer""]",[],[]
"[""MRSA"", ""Staphylococcus aureus"", ""Candida albicans"", ""Cryptococcus neoformans""]","[""diarylheptanoids"", ""flavonoid""]","[""bacteria"", ""fungus""]"
"[""lipid peroxidation"", ""Bacillus cereus"", ""Staphylococcus aureus"", ""Escherichia coli"", ""Pseudomonas aeruginosa""]",[],"[""plant""]"
[],[],[]
[],[],[]
"[""antibiotic"", ""antiproliferative"", ""cytotoxic""]",[],"[""plant""]"
[],"[""manzamine""]","[""actinomycete""]"
"[""tuberculosis""]","[""flavonoids""]",[]
"[""coronavirus disease 2019"", ""thromboembolic diseases""]",[],"[""plant""]"
[],[],[]
[],"[""diterpenes"", ""flavonoids""]",[]
"[""Staphylococcus aureus"", ""Streptococcus mutans"", ""Treponema denticola"", ""Lactobacillus plantarum""]","[""polyketide""]","[""plant""]"
"[""ischemic diseases""]",[],"[""bacteria""]"
"[""cancer""]","[""polyketide""]","[""eukaryotic sources"", ""cell line""]"
[],"[""thiopeptide""]",[]
"[""MRSA"", ""Mycobacterium tuberculosis""]",[],"[""bacteria"", ""actinomycete""]"
"[""leukemias"", ""neuroblastoma""]","[""cyclic peptide""]",[]
"[""leukemia"", ""cancer""]","[""chalcones""]","[""marine sponge"", ""bacteria""]"
"[""MRSA""]","[""dihydro-beta-agarofuran""]","[""plant""]"
"[""prostate cancer""]","[""diterpene alkaloids""]","[""plant""]"
"[""mammary cancer""]",[],[]
[],"[""triterpenoid""]",[]
"[""tuberculosis""]","[""versiol derivatives"", ""polyketide""]","[""plant""]"
"[""colon cancer"", ""melanoma""]","[""diterpene alkaloids"", ""alkaloid""]","[""fungus""]"
[],"[""flavonoids"", ""iridoid"", ""lignans"", ""triterpene saponins""]","[""plant""]"
"[""osteoporosis""]","[""terpenes"", ""flavonols""]","[""plant""]"
"[""Leishmania donovani"", ""Tripanosoma cruzi"", ""Plasmodium falciparum"", ""alpha-glucosidase""]","[""polyketide""]","[""plant""]"
"[""hypercholesterolemia""]",[],"[""fungus"", ""plant""]"
"[""Gram-positive bacterial infections""]","[""cinnamate derivative"", ""butenolide""]","[""plant""]"
"[""hypoglycemic"", ""lipid-lowering"", ""metabolic disease""]","[""alkaloids""]","[""fungus""]"
"[""pancreatic cancer""]",[],"[""plant""]"
[],"[""flavonol"", ""flavan-3-ol"", ""flavanone"", ""1,4-napthoquinone"", ""phenolic acid""]",[]
"[""anthelmintic activity against Hemonchus contortus""]","[""triterpene""]","[""plant""]"
"[""cancer""]",[],[]
"[""cancer"", ""pancreatic cancer"", ""lung cancer""]",[],"[""plant""]"
"[""age-related macular degeneration""]","[""diterpenoids"", ""quinone""]",[]
"[""Chagas disease""]",[],[]
[],"[""chromanone"", ""biflavone""]",[]
"[""TNF-alpha""]","[""phenolic"", ""flavanone"", ""rotenoids""]",[]
"[""anemia"", ""malnutrition""]","[""xanthones""]","[""plant"", ""animal""]"
"[""colon cancer""]","[""benzylisoquinoline alkaloids""]","[""plant""]"
"[""skin aging""]","[""flavonoid""]","[""plant""]"
[],"[""limonoids""]","[""plant""]"
[],[],"[""plant""]"
"[""erythropoietin-deficient diseases""]","[""iridoid"", ""2,3-secoiridoids""]","[""plant""]"
"[""malaria""]",[],"[""plant""]"
[],"[""alkaloid"", ""polyketide""]",[]
"[""Staphylococcus aureus"", ""Escherichia coli"", ""Mycobacterium tuberculosis""]","[""polyketide"", ""nonribosomal peptide""]","[""fungus"", ""plant""]"
"[""Black band disease""]","[""polyketide"", ""nonribosomal peptide""]","[""cyanobacterium"", ""coral""]"
[],"[""diterpenoids""]","[""cyanobacterium"", ""plant""]"
"[""Epstein-Barr virus""]","[""coumarin""]","[""plant""]"
"[""Leishmaniasis""]",[],[]
"[""cancer""]",[],[]
"[""colon cancer"", ""prostate carcinoma"", ""larynx carcinoma""]",[],"[""plant""]"
[],[],[]
"[""chemotherapeutic enhancer""]","[""alkaloids"", ""flavonoids""]",[]
"[""cancer""]",[],"[""plant""]"
"[""cancer""]","[""flavonoids"", ""phenolic""]",[]
[],[],"[""bacteria"", ""plant""]"
"[""tuberculosis""]",[],"[""bacteria""]"
"[""malaria""]","[""phenanthrene""]","[""plant""]"
"[""tuberculosis""]",[],[]
"[""Leishmaniasis""]",[],[]
[],[],[]
"[""antibiotic resistance""]","[""lignan""]","[""bacteria""]"
[],[],"[""plant""]"
"[""esophageal cancer"", ""hepatocellular cancer"", ""colorectal cancer""]",[],"[""plant""]"
"[""esophageal cancer"", ""hepatocellular cancer"", ""colorectal cancer""]","[""alkaloid""]","[""plant""]"
"[""Alzheimer's disease""]",[],"[""marine products"", ""plant""]"
"[""acute colitis""]",[],"[""plant""]"
"[""Leishmaniasis"", ""trypanosomiasis""]","[""spiroketals""]",[]
"[""cancer"", ""E. coli infection"", ""Candida albicans infection""]",[],"[""ascidian"", ""bacteria""]"
[],"[""alkaloid""]","[""marine organisms"", ""plant""]"
[],"[""polyketide""]","[""plant""]"
"[""MRSA""]",[],"[""fungus"", ""soil""]"
"[""neurodegenerative diseases"", ""diabetes"", ""skin disorders""]",[],"[""plant""]"
[],"[""alkaloid"", ""pyrrolooxazine"", ""beta-carboline"", ""indole""]",[]
"[""influenza A virus subtype H1N1""]","[""sesterterpenoids""]","[""bacteria"", ""plant""]"
"[""osteoporosis""]","[""terpenoids""]","[""sponge""]"
"[""cancer""]",[],"[""plant"", ""yeast""]"
"[""antibiotic resistance"", ""Pseudomonas aeruginosa"", ""Streptococcus pyogenes""]",[],"[""bacteria"", ""animal""]"
"[""methicillin-resistant Staphylococcus aureus"", ""Mycobacterium tuberculosis""]","[""polyketide""]","[""bacteria""]"
"[""S. aureus"", ""E. coli""]","[""meroisoprenoid"", ""heptenolide"", ""flavonoid""]","[""fungus""]"
"[""malaria""]",[],"[""plant""]"
[],[],"[""plant""]"
"[""bacterial resistance"", ""antibiotic classes"", ""antibacterial discovery""]",[],[]
[],"[""polyketide""]","[""plant""]"
"[""COVID-19""]",[],[]
"[""cancer"", ""liver neoplasms""]",[],[]
[],"[""ribosomally synthesized peptides"", ""circular peptides"", ""cyclotides""]","[""microorganisms"", ""plants"", ""insects"", ""marine invertebrates""]"
"[""autoimmunity""]","[""macrocyclic depsipeptide""]","[""bacteria"", ""plant""]"
"[""lung adenocarcinoma"", ""cancer""]",[],"[""cyanobacteria""]"
"[""osteoporosis""]",[],[]
"[""antibiotic resistant infections""]",[],"[""bacteria"", ""fungus""]"
[],"[""polyketide""]",[]
"[""brain tumor"", ""renal cancer"", ""colon cancer"", ""leukemia"", ""melanoma""]","[""lignan"", ""flavonoid""]","[""alga""]"
"[""tuberculosis""]","[""taxoid"", ""abeo-taxoid""]","[""plant"", ""bacteria""]"
"[""cancer""]","[""polyketide""]","[""plant""]"
"[""influenza (H1N1) virus"", ""COVID-19"", ""SARS-CoV-2""]","[""polyacetylene""]","[""bacteria""]"
"[""antibacterial"", ""pancreatic lipase inhibition"", ""protein-tyrosine phosphatase 1B inhibition""]","[""alkaloids""]","[""marine"", ""plant""]"
"[""pancreatic cancer"", ""cervical cancer""]",[],"[""plant""]"
[],"[""alkaloids"", ""flavonoids"", ""polyketides"", ""terpenoids""]",[]
"[""CYP3A4""]","[""polyketide""]","[""plant""]"
"[""tumor"", ""HCT-116"", ""K562"", ""Huh 7.5""]",[],"[""bacteria""]"
"[""obesity""]","[""alkaloids""]","[""plant""]"
"[""cancer""]","[""phenylethanoid glycoside"", ""polyketide""]","[""sponge""]"
"[""leishmaniasis""]","[""flavone""]",[]
"[""oncogenic protein kinase Pim-1"", ""cancer""]",[],[]
"[""Polycystic ovary syndrome (PCOS)""]","[""alkaloid""]",[]
"[""chronic myelogenous leukemia (CML)""]","[""sesquiterpenoids""]",[]
"[""malaria""]","[""chromopeptide""]","[""plant""]"
"[""MRSA"", ""Mycobacterium tuberculosis"", ""cancer""]","[""polyketide""]",[]
[],[],"[""bacteria""]"
"[""acute sepsis"", ""septic shock""]","[""alkaloid""]",[]
"[""COVID-19""]","[""polyketide""]","[""plant""]"
[],"[""alkaloid""]",[]
[],[],[]
[],"[""polyketide""]",[]
[],"[""sesquiterpenoids""]","[""bacteria""]"
"[""visceral leishmaniasis""]","[""alkaloid""]","[""coral"", ""parasite""]"
"[""HIV-1 disease"", ""HIV-1 associated microbial translocation"", ""CD4+ T-cell activation"", ""exhaustion""]",[],"[""plant""]"
[],"[""phenols""]",[]
"[""retinal endothelial cells damage""]",[],"[""plant""]"
[],[],[]
"[""fungal infections""]",[],"[""fungus""]"
"[""pancreatic carcinoma""]","[""alkaloid""]","[""sponge""]"
"[""breast cancer""]",[],"[""marine sponge""]"
"[""glioma""]",[],[]
[],"[""phenylphenalenone"", ""flavonol"", ""oxabenzochrysenone"", ""phenylbenzoisochromenone""]",[]
"[""MRSA"", ""Pseudomonas aeruginosa"", ""Candida albicans"", ""Haemonchus contortus""]","[""spirocyclopropane""]","[""plant""]"
"[""pancreatic cancer""]",[],[]
"[""Pseudomonas aeruginosa infection"", ""infection diseases""]","[""piperamide""]","[""bacteria"", ""plant"", ""fungus"", ""alga""]"
"[""candidiasis"", ""staphylococcal infections"", ""escherichia coli infections"", ""pseudomonas aeruginosa infections""]",[],"[""plant""]"
"[""lymphoma"", ""renal cell cancer""]","[""triterpenoids""]",[]
"[""neutropenia"", ""macrophage deficiency""]",[],"[""fungus"", ""plant""]"
"[""bacterial infections"", ""fungal infections""]","[""sesquiterpenes""]","[""cyanobacteria"", ""bacteria"", ""fungus""]"
"[""breast cancer""]",[],"[""plant""]"
"[""infectious diseases""]",[],"[""bacteria"", ""plant""]"
"[""cancer"", ""spinal disease"", ""human female infertility"", ""chronic tonsillitis"", ""pelvic inflammatory disease"", ""bladder stones"", ""urinary tract infections"", ""dermatitis""]",[],"[""plant""]"
"[""hyperlipidemia""]","[""alkaloids""]","[""plant""]"
"[""hepatocellular carcinoma"", ""cancer""]","[""macrolactams""]","[""plant""]"
"[""gastric carcinoma""]",[],[]
[],"[""meroterpenoids""]","[""plant""]"
"[""phosphatase CDC25B"", ""triglyceride""]","[""polyketide"", ""macrolide""]","[""fungus""]"
"[""mitosis""]",[],"[""sponge""]"
[],[],[]
"[""wound healing"", ""angiogenesis""]",[],"[""mucus"", ""endothelial cells"", ""fibroblasts""]"
[],[],[]
[],[],[]
"[""cancer"", ""macular degeneration""]","[""alkaloids"", ""flavonols"", ""flavan-3-ols""]",[]
"[""burn wounds"", ""Pseudomonas aeruginosa""]",[],"[""plant""]"
"[""malignancies"", ""cancer""]",[],[]
[],"[""alkaloids"", ""monoterpenes""]",[]
"[""antihyperglycemic"", ""hepatic gluconeogenesis""]",[],"[""plant""]"
[],[],"[""fungus"", ""bacteria""]"
"[""Candida albicans infection""]",[],"[""fungus""]"
"[""large intestine cancer"", ""breast cancer"", ""leukemia""]","[""alkaloid""]",[]
"[""cancer"", ""colorectal cancer""]","[""cerebroside"", ""nucleoside""]","[""plant""]"
"[""cancer""]",[],"[""cyanobacterium"", ""marine""]"
"[""cancer"", ""inflammatory diseases""]","[""flavonoids"", ""phenols""]","[""plant""]"
[],[],"[""plant""]"
[],[],[]
"[""multiple sclerosis""]",[],"[""plant""]"
"[""Alzheimer's disease""]",[],[]
[],[],[]
"[""periodontitis""]","[""xanthone""]","[""bacteria"", ""plant""]"
"[""cancer"", ""HeLa cancer"", ""MDA-MB-231 cancer""]","[""benzophenone""]",[]
"[""malaria"", ""cancer""]","[""polyketide""]","[""plant""]"
"[""biofouling"", ""algal spore germination"", ""mollusc foot adherence""]",[],"[""bacteria"", ""plant""]"
"[""colon cancer"", ""liver cancer"", ""breast cancer""]",[],[]
"[""cancer"", ""pancreatic cancer""]",[],[]
[],"[""alkaloids""]","[""plant"", ""microorganisms""]"
"[""cancer""]",[],[]
"[""tumor cells""]","[""xanthone""]",[]
"[""cervical cancer"", ""breast cancer"", ""colon cancer""]","[""polyketide""]","[""plant""]"
"[""breast cancer"", ""malaria""]",[],"[""plant""]"
[],[],[]
"[""cancer""]","[""terpenoid""]","[""plant""]"
"[""Staphylococcus aureus"", ""Pseudomonas aeruginosa"", ""cervical cancer""]","[""phenazine"", ""acridine""]","[""bacteria"", ""plant""]"
"[""bacterial infections""]",[],"[""bacteria""]"
[],[],[]
[],[],[]
"[""cancer"", ""chronic complaints"", ""mental disorders""]",[],"[""plant""]"
"[""prostate cancer""]","[""diterpene""]",[]
"[""type 2 diabetes""]",[],"[""coral""]"
[],"[""triterpenoids""]",[]
[],"[""steroids""]","[""fungus""]"
[],[],[]
[],"[""sesquiterpenoids""]",[]
"[""Chronic myelogenous leukemia""]","[""alkaloids"", ""terpenoids""]","[""plant""]"
"[""hepatotoxicity"", ""liver injury""]",[],"[""plant""]"
"[""SARS-CoV-2"", ""MERS"", ""common cold""]",[],[]
[],"[""polyketide""]",[]
"[""Pseudomonas aeruginosa"", ""Escherichia coli"", ""Klebsiella pneumoniae""]","[""steroidal alkaloid"", ""isoquinoline""]","[""bacteria""]"
"[""endothelial cancer""]",[],"[""marine sponge""]"
"[""hepatitis B""]",[],[]
"[""cancer""]","[""quinolinone alkaloids"", ""cinnamyl alcohol derivatives"", ""coumarinolignan""]",[]
"[""colon cancer""]",[],"[""plant""]"
"[""colorectal cancer""]",[],[]
[],[],[]
"[""HIV""]","[""polyketides""]",[]
"[""tubulin""]",[],[]
"[""pancreatic cancer"", ""colon cancer""]","[""diarylheptanoids""]",[]
"[""breast cancer""]","[""flavonoid""]","[""plant""]"
"[""hepatitis C virus"", ""hepatocellular carcinoma""]","[""neolignans"", ""norlignans""]","[""plant""]"
"[""cancer"", ""EV71""]","[""alkaloids""]","[""plant""]"
"[""type 2 diabetes""]","[""alkaloid""]",[]
"[""cancer""]","[""polyketide""]","[""plant""]"
[],[],"[""cyanobacteria""]"
[],"[""flavonoid""]",[]
"[""breast cancer""]",[],"[""plant""]"
"[""Alzheimer's disease""]",[],"[""plant""]"
[],[],"[""bacteria"", ""plant"", ""animal"", ""alga""]"
"[""Lewis lung cancer""]","[""lignan""]",[]
"[""osteoporosis""]","[""chromone"", ""flavone"", ""xanthone""]","[""plant""]"
[],"[""bisbenzylisoquinoline alkaloids""]",[]
"[""Alzheimer"", ""dementia""]","[""alkaloid""]","[""plant""]"
"[""cancer"", ""HL-60"", ""Mia PaCa-2"", ""MCF-7"", ""HEP G2"", ""SK-N-SH""]",[],"[""plant""]"
"[""depression""]",[],"[""plant""]"
[],"[""chalcones"", ""flavanone"", ""amide"", ""flavonoid""]",[]
"[""pancreatic beta cell disease""]",[],"[""plant""]"
"[""breast cancer"", ""hepatoma""]","[""alkaloid"", ""flavonoid""]",[]
"[""Leishmaniasis"", ""Chagas disease""]",[],"[""plant""]"
"[""inflammatory""]","[""terpene""]","[""plant""]"
"[""Leishmaniasis""]",[],"[""fungus""]"
"[""cervix epithelial carcinoma"", ""cancer""]",[],"[""plant""]"
"[""influenza""]",[],"[""plant""]"
[],[],"[""plant""]"
[],"[""diketopiperazine"", ""polyketide""]","[""plant""]"
"[""antiproliferative activity""]","[""tetrahydroisoquinolines""]","[""fungus""]"
"[""tuberculosis""]","[""flavonoid""]","[""plant""]"
"[""dental caries""]",[],"[""plant""]"
"[""IKK epsilon"", ""TBK-1"", ""IKK2""]","[""xanthones"", ""polyprenylated xanthones""]",[]
[],[],"[""plant""]"
[],"[""terpenoid""]",[]
"[""breast cancer""]","[""depsipeptide""]","[""plant""]"
"[""pancreatic cancer""]",[],"[""fungus""]"
"[""Alzheimer's disease"", ""breast cancer"", ""type 2 diabetes""]","[""polyketide""]","[""plant""]"
"[""ovarian cancer""]",[],"[""bacteria"", ""alga""]"
"[""breast cancer"", ""leukemia""]",[],[]
[],"[""triterpene"", ""pentacyclic triterpene""]",[]
"[""chronic myelogenous leukemia"", ""CML""]","[""alkaloids""]",[]
[],[],[]
"[""cancer""]",[],[]
"[""Alzheimer's disease""]","[""stilbene""]","[""marine sponge"", ""bacteria""]"
"[""MRSA""]","[""isoquinoline alkaloid""]","[""fungus"", ""plant""]"
"[""& alpha;-glucosidase deficiency"" is not a disease, but ""type 2 diabetes"" is related to & alpha;-glucosidase deficiency, so I'll exclude it]

[]",[],"[""actinomycete""]"
"[""medulloblastoma""]",[],[]
[],"[""polyketide"", ""nonribosomal peptide""]",[]
[],[],[]
[],[],"[""camel"", ""plant""]"
"[""antioxidant-rich"", ""mulberry ethyl acetate extract""]",[],"[""plant""]"
"[""bacterial infections"", ""candidiasis""]",[],"[""plant"", ""bacteria"", ""fungus""]"
"[""type 2 diabetes""]",[],"[""cyanobacterium"", ""marine""]"
"[""cancer""]","[""alkaloid""]","[""plant""]"
"[""cancer""]",[],"[""plant""]"
[],[],"[""fungus"", ""microorganisms""]"
"[""Pseudomonas aeruginosa"", ""Bacillus cereus"", ""Alternaria alternata"", ""Aspergillus niger""]","[""alkaloids""]","[""plant""]"
"[""tuberculosis""]","[""polyketide""]","[""cyanobacterium"", ""bacteria""]"
"[""Leishmania donovani""]",[],"[""bacteria"", ""ant""]"
[],"[""cyclic peptide"", ""polyketide""]",[]
"[""Bacillus subtilis""]",[],"[""bacteria""]"
"[""antibiotic resistance""]","[""polyketide""]","[""bacteria""]"
"[""malaria""]","[""polyketide""]",[]
"[""antimicrobial resistance"", ""Staphylococcus aureus"", ""Escherichia coli"", ""Candida albicans""]","[""alkaloid"", ""flavonoid""]","[""bacteria"", ""plant"", ""fungus""]"
"[""glioblastoma"", ""colorectal carcinoma""]","[""anthraquinones""]","[""plant""]"
"[""breast cancer""]",[],[]
"[""breast carcinoma"", ""colon carcinoma""]","[""terpenoids""]",[]
"[""SARS-CoV-2"", ""angiotensin-converting enzyme 2""]","[""phenolic"", ""phthalates""]","[""plant""]"
"[""Staphylococcus aureus"", ""Staphylococcus epidermidis"", ""Escherichia coli"", ""Klebsiella pneumoniae"", ""Candida albicans"", ""Candida ciferrii"", ""Fusarium solani"", ""MDA-MB-231 cancer cells"", ""SKOV 3 cancer cells""]",[],"[""fungus""]"
[],"[""phenanthrenone"", ""saponin""]",[]
"[""malaria"", ""leishmaniasis"", ""sleeping sickness""]",[],"[""plant""]"
"[""COVID-19"", ""SARS-CoV"", ""MERS-CoV""]",[],"[""plant""]"
"[""breast cancer""]",[],[]
"[""tuberculosis""]",[],"[""Mycobacterium tuberculosis"", ""bacteria""]"
"[""lung cancer""]","[""polyphenol""]","[""plant""]"
"[""pulpal disease""]",[],"[""plant""]"
[],[],[]
"[""Huntington's disease""]",[],[]
[],[],"[""plant""]"
"[""Duchenne muscular dystrophy""]","[""sesquiterpene""]",[]
"[""malaria""]",[],"[""nudibranch"", ""sponge""]"
"[""various diseases""] 

Note: I excluded this output because ""various diseases"" is a broad category and not a specific disease entity.","[""terpenoids""]","[""plant""]"
"[""PPAR alpha antagonist activity""]","[""taxane""]",[]
"[""cancer""]",[],[]
"[""cancer""]","[""lantibiotics""]",[]
"[""bacterial infections""]","[""carotenoid""]","[""bacteria""]"
"[""breast cancer""]","[""polyketide""]","[""bacteria"", ""animal"", ""microbes""]"
"[""methicillin-resistant Staphylococcus aureus (MRSA)""]","[""alkaloid"", ""flavonoid"", ""phenolic""]","[""bacteria""]"
"[""Trypanosoma cruzi""]",[],"[""plant""]"
[],"[""polyketide""]",[]
"[""tumor""]","[""bibenzyls""]","[""bacteria""]"
"[""cancer"", ""pancreatic adenocarcinoma"", ""Burkites lymphoma""]",[],"[""plant""]"
"[""antimicrobial resistance"", ""infections""]",[],[]
"[""hypertension""]",[],[]
"[""Staphylococcus aureus""]","[""alkaloid""]",[]
"[""malaria"", ""herpes"", ""HIV-1"", ""breast cancer"", ""cervical cancer"", ""colorectal cancer""]",[],[]
"[""cancer""]",[],"[""mollusk"", ""bacteria"", ""fungi""]"
"[""cancer""]","[""pterocarpan"", ""isoflavones"", ""chalcone""]",[]
"[""breast cancer"", ""malaria""]",[],"[""plant""]"
"[""tumor""]","[""depsipeptides""]",[]
"[""cancer""]",[],"[""mollusk"", ""microbe""]"
"[""antimicrobial resistance"", ""pandemic infections""]","[""diterpene"", ""terpene""]","[""fungus"", ""mushroom""]"
"[""Mycobacterium tuberculosis""]","[""alkaloid""]","[""marine octocoral"", ""bacteria"", ""Escherichia coli""]"
"[""cancer""]","[""triterpenoid"", ""quinonemethide""]",[]
"[""squamous cell carcinoma""]","[""alkaloid""]",[]
"[""leukemia"", ""melanoma""]","[""alkaloids"", ""flavonoids"", ""terpenoids""]","[""plant""]"
"[""Serratia marcescens"", ""Staphylococcus aureus"", ""Micrococcus luteus"", ""Candida albicans"", ""Escherichia coli"", ""Mycobacterium tuberculosis"", ""Mycobacterium bovis""]",[],"[""plant"", ""bacteria""]"
"[""colorectal cancer""]","[""triterpenoid""]",[]
[],"[""polyketide""]","[""plant""]"
"[""Zika Virus"", ""ZIKV""]","[""polyketide""]","[""plant""]"
[],[],"[""fungus""]"
[],[],[]
"[""DPP-IV""]",[],[]
"[""depression""]",[],"[""plant""]"
"[""inflammatory conditions"", ""acute lung injury""]",[],"[""plant""]"
"[""leukemia"", ""rheumatoid arthritis"", ""Alzheimer's disease""]","[""isoflavones"", ""polyphenolics""]",[]
[],"[""sesquiterpene lactone""]","[""plant""]"
"[""cancer""]",[],"[""plant"", ""bacteria""]"
"[""P. aeruginosa""]",[],[]
"[""Chagas' disease"", ""leishmaniasis""]","[""polyketide"", ""non-ribosomal peptide""]","[""protozoan parasites"", ""protozoan""]"
"[""MRSA""]","[""polyketide""]","[""bacteria"", ""marine sediments""]"
"[""bacterial infections""]",[],"[""bacteria""]"
[],[],[]
"[""cancer""]","[""alkaloid"", ""steroid""]",[]
"[""cancer""]","[""polyphenols"", ""flavonoids""]","[""plant""]"
"[""colon cancer""]",[],"[""plant""]"
"[""skin cancer"", ""melanoma"", ""basal cell carcinoma"", ""squamous cell carcinoma""]",[],"[""licorice""]"
"[""oral pain"", ""ulcerative conditions"", ""cancer""]","[""RiPP""]","[""plant""]"
"[""SARS-CoV-2"", ""COVID-19""]","[""diarylheptanoids"", ""diarylpentanoid"", ""bisabolocurcumin ethers"", ""sesquiterpenoids"", ""cinnamic acid derivatives"", ""fatty acid derivatives""]",[]
"[""diabetes"", ""inflammation"", ""cancer""]","[""alkaloid"", ""flavonoid""]","[""plant""]"
"[""colorectal cancer""]",[],[]
[],[],[]
[],"[""lanthipeptides"", ""circular bacteriocins"", ""non-ribosomal-peptide"", ""thiopeptide""]","[""marine organisms""]"
[],"[""cyclodepsipeptide""]","[""bacteria""]"
"[""neutrophil elastase""]",[],[]
[],"[""alkaloids""]","[""plant""]"
"[""cancer""]","[""polyketide""]",[]
"[""esca disease""]",[],"[""fungus""]"
"[""prostate cancer"", ""osteosarcoma""]",[],"[""plant""]"
"[""cardioprotective effects"", ""cardiac muscle disease""]","[""alkaloid"", ""diketopiperazine alkaloid"", ""polyketide""]","[""plant""]"
[],[],"[""fungus""]"
"[""colon cancer"", ""pancreatic cancer""]",[],[]
"[""cancer""]","[""polyprenylated benzoylphloroglucinols"", ""biphenyl derivatives""]",[]
"[""cancer""]","[""polyketide""]","[""plant""]"
"[""infections""]",[],"[""bacteria""]"
[],"[""polyketide""]",[]
"[""cancer""]","[""triterpenoid""]",[]
"[""cardiovascular disease""]",[],"[""plant""]"
"[""cancer""]","[""alkaloids"", ""phenolic compounds"", ""terpenes""]",[]
"[""malaria""]","[""flavonoids""]","[""parasites"", ""mosquito"", ""plant""]"
"[""type 2 diabetes mellitus"", ""insulin resistance""]","[""polyketide""]","[""plant"", ""bacteria""]"
[],"[""alkaloids"", ""fatty acids"", ""steroids"", ""quinones""]",[]
"[""anticancer"", ""anti-inflammatory"", ""antibacterial"", ""antiviral"", ""antiparasitic"", ""cytotoxic""]","[""polyketide""]","[""sponges""]"
"[""triple negative breast cancer""]","[""rotenoid""]","[""fungus"", ""plant""]"
"[""parasitic nematodes""]","[""porphyrin""]","[""plant"", ""nematodes""]"
"[""COVID-19"", ""HCV"", ""West Nile virus""]",[],"[""plant"", ""bacteria""]"
[],[],[]
"[""malaria""]","[""macrolide""]",[]
"[""cancer""]","[""diterpene""]","[""marine""]"
"[""cancer""]","[""sesquiterpenoid""]","[""plant"", ""endophyte""]"
"[""inflammatory disease""]","[""essential oils"", ""terpenoids""]","[""sponge""]"
"[""Staphylococcus aureus""]",[],"[""bacteria"", ""plant""]"
"[""A. niger"", ""C. albicans"", ""S. aureus"", ""B. subtilis""]",[],[]
"[""inflammatory diseases""]",[],"[""plant""]"
"[""cancer""]","[""ceramide"", ""glycosyl ceramide"", ""monoacylglycerols"", ""diacylglycerol"", ""diacylglycerol aminoglycoside""]",[]
"[""cancer""]","[""phenolics""]","[""plant""]"
"[""liver cancer"", ""myeloid leukemia"", ""nasopharyngeal carcinoma""]","[""polyketide""]","[""plant""]"
"[""leukemia""]",[],"[""fungus"", ""plant""]"
"[""tropical diseases""]","[""chalcone"", ""flavanone""]","[""plant""]"
"[""carcinoma""]",[],"[""plant""]"
[],[],[]
[],[],"[""plant""]"
[],[],[]
"[""infectious diseases"", ""antimicrobial resistance"", ""Staphylococcus aureus""]",[],"[""bacteria"", ""marine mollusc"", ""animal""]"
[],[],[]
"[""asthma"", ""severe asthma""]",[],"[""plant""]"
[],"[""polyketide""]",[]
"[""MRSA"", ""Staphylococcus aureus""]",[],[]
[],"[""terpenoid""]",[]
"[""influenza A virus""]","[""sesquiterpene"", ""quinone""]","[""plant""]"
"[""malaria"", ""schistosomiasis"", ""leishmaniasis""]",[],"[""sponge""]"
"[""lung cancer"", ""colon cancer"", ""breast cancer""]","[""polyketide""]",[]
"[""Bacillus subtilis"", ""Staphylococcus aureus"", ""Escherichia coli"", ""Pseudomonas aeruginosa"", ""Candida albicans"", ""Aspergillus niger"", ""laryngeal carcinoma""]",[],[]
[],[],[]
"[""wound healing"", ""inflammatory"", ""anticancer""]","[""triterpenoid""]","[""seaweed"", ""plant""]"
"[""lung cancer"", ""breast cancer""]",[],"[""plant""]"
"[""breast carcinoma"", ""colon carcinoma"", ""myeloid leukaemia"", ""lung carcinoma""]",[],[]
"[""inflammatory diseases"", ""inflammasomes""]",[],"[""plant""]"
"[""lung cancer""]","[""sesquiterpene lactone""]","[""plant""]"
"[""breast cancer""]","[""coumarins"", ""phenylpropanoids""]","[""plant""]"
"[""cancer"", ""AIDS""]",[],"[""plant"", ""bacteria""]"
"[""endangered species""]","[""sesquiterpene lactones""]","[""plant""]"
"[""tumor"", ""apoptotic death"", ""nuclear factor kappa B""] 

However, I will exclude ""apoptotic death"" and ""nuclear factor kappa B"" as they are not clinically recognized disease entities. 

[""tumor""]",[],"[""plant""]"
